GeneSetName	Spearman.rho.estimate	p.value	method	alternative	q.value	n
GO_METHYLTRANSFERASE_COMPLEX	0.05239843562933994	0.672980573538185	Spearman's rank correlation rho	two.sided	0.8402152089291582	67
GO_CHAPERONE_BINDING	-0.05499735589635113	0.6730328562390352	Spearman's rank correlation rho	two.sided	0.8402152089291582	61
GO_DENDRITE_CYTOPLASM	0.11029411764705883	0.6733566122561244	Spearman's rank correlation rho	two.sided	0.8402152089291582	17
GO_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	-0.11029411764705883	0.6733566122561244	Spearman's rank correlation rho	two.sided	0.8402152089291582	17
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.08649572649572648	0.6734026714305502	Spearman's rank correlation rho	two.sided	0.8402152089291582	26
GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS	-0.14545454545454548	0.6734232026654864	Spearman's rank correlation rho	two.sided	0.8402152089291582	11
GO_CHEMOKINE_ACTIVITY	0.14545454545454548	0.6734232026654864	Spearman's rank correlation rho	two.sided	0.8402152089291582	11
GO_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	0.14545454545454548	0.6734232026654864	Spearman's rank correlation rho	two.sided	0.8402152089291582	11
GO_STRESS_GRANULE_ASSEMBLY	-0.14545454545454548	0.6734232026654864	Spearman's rank correlation rho	two.sided	0.8402152089291582	11
GO_PIGMENT_METABOLIC_PROCESS	0.0694331983805668	0.6735077979536415	Spearman's rank correlation rho	two.sided	0.8402152089291582	39
GO_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	0.10629514963880289	0.6743246740855137	Spearman's rank correlation rho	two.sided	0.8402152089291582	18
GO_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	-0.0876923076923077	0.6758722682886024	Spearman's rank correlation rho	two.sided	0.8402152089291582	25
GO_EPITHELIAL_TUBE_MORPHOGENESIS	0.03950102266053746	0.6760483645139376	Spearman's rank correlation rho	two.sided	0.8402152089291582	114
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.045049487513648685	0.6763018265994137	Spearman's rank correlation rho	two.sided	0.8402152089291582	88
GO_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	-0.11785714285714284	0.6763052017626904	Spearman's rank correlation rho	two.sided	0.8402152089291582	15
GO_DEMETHYLASE_ACTIVITY	0.09924812030075188	0.6765868509852029	Spearman's rank correlation rho	two.sided	0.8402152089291582	20
GO_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	-0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_CELLULAR_RESPONSE_TO_VITAMIN_D	0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_DENDRITE_TERMINUS	-0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_FILOPODIUM_TIP	0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE	-0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	-0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_REGULATION_OF_MITOPHAGY	0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	-0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_STORE_OPERATED_CALCIUM_ENTRY	0.16666666666666666	0.677744708994709	Spearman's rank correlation rho	two.sided	0.8402152089291582	9
GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	0.10175438596491229	0.6780490429695172	Spearman's rank correlation rho	two.sided	0.8402152089291582	19
GO_REGULATION_OF_GLUCONEOGENESIS	0.10175438596491229	0.6780490429695172	Spearman's rank correlation rho	two.sided	0.8402152089291582	19
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.07198879551820729	0.6801225926200039	Spearman's rank correlation rho	two.sided	0.8402152089291582	35
GO_ACTININ_BINDING	-0.10784313725490198	0.6803147811063943	Spearman's rank correlation rho	two.sided	0.8402152089291582	17
GO_CHONDROCYTE_DEVELOPMENT	0.1042311661506708	0.6803771802733624	Spearman's rank correlation rho	two.sided	0.8402152089291582	18
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	0.08444444444444445	0.680763888461994	Spearman's rank correlation rho	two.sided	0.8402152089291582	26
GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	-0.028236981010553535	0.6812675713804568	Spearman's rank correlation rho	two.sided	0.8402152089291582	214
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	0.044041538985359216	0.6814118760383829	Spearman's rank correlation rho	two.sided	0.8402152089291582	89
GO_LYSOSOME_LOCALIZATION	0.06761133603238866	0.6816240511397504	Spearman's rank correlation rho	two.sided	0.8402152089291582	39
GO_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	-0.1515151515151515	0.6818076434771627	Spearman's rank correlation rho	two.sided	0.8402152089291582	10
GO_MAP_KINASE_ACTIVITY	0.1515151515151515	0.6818076434771629	Spearman's rank correlation rho	two.sided	0.8402152089291582	10
GO_VIRAL_TRANSLATION	0.1515151515151515	0.6818076434771629	Spearman's rank correlation rho	two.sided	0.8402152089291582	10
GO_XENOBIOTIC_TRANSPORT	0.1515151515151515	0.6818076434771629	Spearman's rank correlation rho	two.sided	0.8402152089291582	10
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	0.06507029704299772	0.6822375698592218	Spearman's rank correlation rho	two.sided	0.8402152089291582	42
GO_REGULATORY_T_CELL_DIFFERENTIATION	-0.1263736263736264	0.6826316715198052	Spearman's rank correlation rho	two.sided	0.8402152089291582	13
GO_CHANNEL_REGULATOR_ACTIVITY	0.061609620721554105	0.6833308768002471	Spearman's rank correlation rho	two.sided	0.8402152089291582	46
GO_ACTIN_FILAMENT_REORGANIZATION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_ADHESION_OF_SYMBIONT_TO_HOST_CELL	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_ALDEHYDE_LYASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_ANATOMICAL_STRUCTURE_ARRANGEMENT	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_ASYMMETRIC_CELL_DIVISION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_AXON_INITIAL_SEGMENT	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_CAMP_BINDING	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_CARDIOBLAST_PROLIFERATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_CELLULAR_RESPONSE_TO_HYPEROXIA	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_CHROMATIN_SILENCING_COMPLEX	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_CYSTEINE_METABOLIC_PROCESS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_DEATH_INDUCING_SIGNALING_COMPLEX_ASSEMBLY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_DIAPHRAGM_DEVELOPMENT	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_DNA_REPLICATION_CHECKPOINT	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_DOLICHYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_ESCRT_I_COMPLEX	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_FIBRINOLYSIS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_FOREBRAIN_NEUROBLAST_DIVISION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_FOREBRAIN_NEURON_DEVELOPMENT	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_FOUR_WAY_JUNCTION_HELICASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_BINDING	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_GONADOTROPIN_SECRETION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_GPI_ANCHOR_TRANSAMIDASE_ACTIVITY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_GPI_ANCHOR_TRANSAMIDASE_COMPLEX	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_HEPARIN_METABOLIC_PROCESS	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_HETEROCHROMATIN_ASSEMBLY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_HISTONE_SERINE_PHOSPHORYLATION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_INDOLALKYLAMINE_METABOLIC_PROCESS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_INSULIN_LIKE_GROWTH_FACTOR_II_BINDING	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_LIGASE_ACTIVITY_FORMING_CARBON_CARBON_BONDS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_LIM_DOMAIN_BINDING	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_MANNOSYL_OLIGOSACCHARIDE_1_2_ALPHA_MANNOSIDASE_ACTIVITY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_METALLOCHAPERONE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_N_ACETYLLACTOSAMINE_SYNTHASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_NEGATIVE_REGULATION_OF_PROTEIN_HOMOOLIGOMERIZATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_O_ACETYLTRANSFERASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_OXIDATIVE_RNA_DEMETHYLASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_OXIDATIVE_RNA_DEMETHYLATION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_OXYGEN_TRANSPORT	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_PHOSPHATIDYLINOSITOL_3_KINASE_REGULATORY_SUBUNIT_BINDING	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_HISTONE_H3_K9_ACETYLATION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_NECROTIC_CELL_DEATH	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_PRE_MIRNA_PROCESSING	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_PROTEIN_REPAIR	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_PROTEIN_UFMYLATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_REGULATION_OF_PLATELET_AGGREGATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_RELAXATION_OF_SMOOTH_MUSCLE	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_RESPONSE_TO_COBALT_ION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_S_ADENOSYL_L_METHIONINE_BINDING	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_S_ADENOSYLMETHIONINE_CYCLE	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_SEQUESTERING_OF_METAL_ION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_SEQUESTERING_OF_ZINC_ION	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_SODIUM_CHANNEL_COMPLEX	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_TORC1_COMPLEX	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_TRNA_CYTOSINE_METHYLTRANSFERASE_ACTIVITY	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_TRYPTOPHAN_METABOLIC_PROCESS	0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_TYPE_II_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING	-0.29999999999999993	0.6833333333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	5
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE	-0.1328671328671329	0.6833655342846062	Spearman's rank correlation rho	two.sided	0.8402152089291582	12
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.1328671328671329	0.6833655342846062	Spearman's rank correlation rho	two.sided	0.8402152089291582	12
GO_REGULATION_OF_TRANSLATIONAL_FIDELITY	-0.1328671328671329	0.6833655342846062	Spearman's rank correlation rho	two.sided	0.8402152089291582	12
GO_RESPONSE_TO_LEPTIN	-0.1328671328671329	0.6833655342846062	Spearman's rank correlation rho	two.sided	0.8402152089291582	12
GO_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	-0.06003039513677812	0.6844117237819861	Spearman's rank correlation rho	two.sided	0.841339323850069	48
GO_DORSAL_VENTRAL_PATTERN_FORMATION	0.08307692307692308	0.6856875831584216	Spearman's rank correlation rho	two.sided	0.8425262202630687	26
GO_CATECHOLAMINE_METABOLIC_PROCESS	-0.11428571428571425	0.6857679407530337	Spearman's rank correlation rho	two.sided	0.8425262202630687	15
GO_RESPONSE_TO_INTERLEUKIN_6	0.08893280632411067	0.6857735634208888	Spearman's rank correlation rho	two.sided	0.8425262202630687	23
