ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
BP	GO:0042475	odontogenesis of dentin-containing tooth	47	0.39310051216527436	1.573195424521739	0.014110885078627015	0.0389597508775045	0.02206200317722233	2159	tags=32%, list=20%, signal=26%
BP	GO:1902017	regulation of cilium assembly	36	-0.44072785414476184	-1.6040461995838247	0.014119125336826481	0.03896589956671022	0.02206548503728912	3586	tags=50%, list=33%, signal=33%
BP	GO:0043902	positive regulation of multi-organism process	132	-0.3054774013857485	-1.4314586502202107	0.014180620211037734	0.039118952306310996	0.022152155253378835	2902	tags=37%, list=27%, signal=27%
MF	GO:0005041	low-density lipoprotein particle receptor activity	11	0.637500738332563	1.728051350981014	0.01424412261890856	0.0392774104555436	0.02224188642755442	2555	tags=55%, list=24%, signal=42%
BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	31	0.4491975019123937	1.629631148999656	0.014260395179060548	0.03930555540634298	0.02225782426031703	1744	tags=39%, list=16%, signal=33%
MF	GO:0008028	monocarboxylic acid transmembrane transporter activity	10	0.6579554329484887	1.7311838411010825	0.014268037793157409	0.039309900042372455	0.022260284526918514	2303	tags=70%, list=21%, signal=55%
MF	GO:0019783	ubiquitin-like protein-specific protease activity	73	-0.3573345600929354	-1.5117266041176578	0.014287400699961114	0.039346517864746286	0.022281020350309547	3346	tags=51%, list=31%, signal=35%
MF	GO:0016779	nucleotidyltransferase activity	78	-0.35055664863316915	-1.502098614618446	0.01436670287022753	0.03954810305823041	0.022395173369231844	3681	tags=53%, list=34%, signal=35%
CC	GO:0005839	proteasome core complex	17	-0.5570180042025286	-1.6686416022579826	0.014484476644257338	0.039855375224962866	0.022569174469496515	1803	tags=76%, list=17%, signal=64%
BP	GO:0002702	positive regulation of production of molecular mediator of immune response	59	0.3652360689985965	1.5350299532944585	0.014531120622295824	0.03996674941955728	0.02263224309236138	3145	tags=47%, list=29%, signal=34%
BP	GO:0032060	bleb assembly	10	0.6570319556393376	1.7287540275982718	0.014538365681105399	0.03996971133371361	0.022633920355640942	2398	tags=60%, list=22%, signal=47%
MF	GO:0030374	nuclear receptor transcription coactivator activity	38	-0.4323572491117359	-1.5933058744074864	0.014554336723364569	0.03999665053749042	0.022649175401834244	3081	tags=47%, list=29%, signal=34%
BP	GO:0055076	transition metal ion homeostasis	76	0.33858326516999654	1.4978500987322116	0.014613215758997843	0.04014143201284698	0.022731161792849994	568	tags=17%, list=5%, signal=16%
BP	GO:0048260	positive regulation of receptor-mediated endocytosis	33	0.4392812450727577	1.6183655820656826	0.014626770650962916	0.04014161782237961	0.022731267012478126	1271	tags=27%, list=12%, signal=24%
BP	GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	51	-0.39569979360675006	-1.5572006429072132	0.014643140525238877	0.04014161782237961	0.022731267012478126	2304	tags=37%, list=21%, signal=29%
MF	GO:0016209	antioxidant activity	46	0.3945758623988115	1.5714782144268056	0.014643869391893449	0.04014161782237961	0.022731267012478126	1780	tags=30%, list=17%, signal=26%
CC	GO:0046540	U4/U6 x U5 tri-snRNP complex	19	-0.537898498225354	-1.6623800724772508	0.01464425687223849	0.04014161782237961	0.022731267012478126	861	tags=26%, list=8%, signal=24%
CC	GO:0097526	spliceosomal tri-snRNP complex	19	-0.537898498225354	-1.6623800724772508	0.01464425687223849	0.04014161782237961	0.022731267012478126	861	tags=26%, list=8%, signal=24%
BP	GO:0045638	negative regulation of myeloid cell differentiation	53	0.3774404757982969	1.5506712249024868	0.014741006293391706	0.040389733945529915	0.02287176941749794	1747	tags=34%, list=16%, signal=29%
BP	GO:2001251	negative regulation of chromosome organization	90	-0.33645345048647357	-1.4794901941391487	0.01475640761355047	0.0404082661695827	0.02288226378608923	2733	tags=40%, list=25%, signal=30%
MF	GO:0032452	histone demethylase activity	14	-0.590538631229288	-1.6727474099246693	0.014760241670278125	0.0404082661695827	0.02288226378608923	2733	tags=71%, list=25%, signal=53%
BP	GO:0051222	positive regulation of protein transport	256	0.24761287759169878	1.3232122973238933	0.014766676939753658	0.040408811895947506	0.022882572818270473	1829	tags=24%, list=17%, signal=20%
BP	GO:0008610	lipid biosynthetic process	455	0.22092953456459444	1.2558588435766063	0.014800917850076683	0.04048541480308016	0.022925951267631164	2376	tags=26%, list=22%, signal=21%
BP	GO:0060045	positive regulation of cardiac muscle cell proliferation	21	0.5105810995694279	1.6715584314358443	0.01486047293511151	0.04063116650612767	0.023008487076082048	1337	tags=43%, list=12%, signal=38%
BP	GO:0033674	positive regulation of kinase activity	372	0.22925978391089105	1.2775353029612972	0.014881707337696379	0.0406720639174494	0.023031646331421154	2240	tags=26%, list=21%, signal=22%
MF	GO:0008266	poly(U) RNA binding	16	-0.5664444786133704	-1.6679548026246942	0.014925373134328358	0.0407742065389746	0.023089487328600628	2905	tags=56%, list=27%, signal=41%
BP	GO:0048167	regulation of synaptic plasticity	104	0.3087054017252648	1.4461311381251274	0.015018930917272496	0.04101250414830416	0.023224429737002648	2414	tags=38%, list=22%, signal=29%
BP	GO:0002467	germinal center formation	12	0.617496276997854	1.7193640655104412	0.015046477781434064	0.0410704195550517	0.023257225888386978	2157	tags=58%, list=20%, signal=47%
BP	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	27	-0.4793931163536686	-1.6261583000457442	0.015085166014029455	0.041158684535120366	0.023307208299127614	2653	tags=52%, list=25%, signal=39%
CC	GO:0005929	cilium	310	-0.25249174590647316	-1.3218540108094232	0.015099555255767333	0.041180605243001815	0.023319621487508824	1975	tags=41%, list=18%, signal=35%
BP	GO:0060384	innervation	15	0.5720251764233757	1.7022920530813428	0.015145687192200372	0.04126340317247981	0.023366508034318487	1143	tags=33%, list=11%, signal=30%
BP	GO:0033631	cell-cell adhesion mediated by integrin	14	0.5860514643558852	1.7090544720763758	0.015150002772694505	0.04126340317247981	0.023366508034318487	3841	tags=79%, list=36%, signal=51%
BP	GO:1902117	positive regulation of organelle assembly	53	-0.3896839015340401	-1.545936376967683	0.015154125846584475	0.04126340317247981	0.023366508034318487	1839	tags=32%, list=17%, signal=27%
CC	GO:0035327	transcriptionally active chromatin	18	-0.5454347031070825	-1.6602517758439508	0.015155385733102152	0.04126340317247981	0.023366508034318487	2056	tags=44%, list=19%, signal=36%
BP	GO:0034694	response to prostaglandin	23	0.4940311566750142	1.657901061724122	0.015164561913904858	0.04127104628395779	0.023370836151052118	1146	tags=39%, list=11%, signal=35%
BP	GO:0006506	GPI anchor biosynthetic process	24	-0.49730595151314344	-1.6364040313162338	0.015319338910220753	0.041674775876671066	0.023599458854138295	2767	tags=50%, list=26%, signal=37%
BP	GO:0015740	C4-dicarboxylate transport	12	0.6161100053109344	1.7155041139409963	0.01544400691700696	0.04199629241385023	0.023781526210961974	3006	tags=75%, list=28%, signal=54%
BP	GO:0021545	cranial nerve development	23	0.4929691467028642	1.6543371013612997	0.01556250519911778	0.04230076916538726	0.023953944332446388	2039	tags=43%, list=19%, signal=35%
BP	GO:0007032	endosome organization	53	-0.38883009982528693	-1.542549213384372	0.0155866487562329	0.042348630582972405	0.023981047142989247	2835	tags=38%, list=26%, signal=28%
BP	GO:0001658	branching involved in ureteric bud morphogenesis	34	0.43287615199300733	1.6061163984509406	0.015599885254784465	0.042366830029758315	0.023991353067533704	2138	tags=38%, list=20%, signal=31%
BP	GO:1903010	regulation of bone development	11	0.6328820302621875	1.7155315776836915	0.015623794715371002	0.042413988167408496	0.02401805762696329	633	tags=36%, list=6%, signal=34%
BP	GO:1904357	negative regulation of telomere maintenance via telomere lengthening	21	-0.5181202763395147	-1.6455535003528228	0.015664834648967594	0.042507591509761314	0.02407106302843209	2210	tags=38%, list=21%, signal=30%
BP	GO:0060914	heart formation	13	0.5983503649652858	1.7073301985475973	0.01570212841244847	0.04257402370885822	0.024108682041760844	1141	tags=38%, list=11%, signal=34%
BP	GO:0051767	nitric-oxide synthase biosynthetic process	12	0.6151543660626094	1.7128432205164243	0.015709026340722222	0.04257402370885822	0.024108682041760844	1950	tags=50%, list=18%, signal=41%
BP	GO:0051769	regulation of nitric-oxide synthase biosynthetic process	12	0.6151543660626094	1.7128432205164243	0.015709026340722222	0.04257402370885822	0.024108682041760844	1950	tags=50%, list=18%, signal=41%
BP	GO:0009164	nucleoside catabolic process	19	0.5254006590581513	1.673430915421236	0.01579774944138639	0.04279657875425744	0.024234709801387498	645	tags=32%, list=6%, signal=30%
BP	GO:0017157	regulation of exocytosis	109	0.30354732985968674	1.4337326642217587	0.015838064220428216	0.04285342026126136	0.02426689782825814	2331	tags=34%, list=22%, signal=27%
BP	GO:0016054	organic acid catabolic process	166	0.27265388447907113	1.375373714808802	0.015838571223105086	0.04285342026126136	0.02426689782825814	2421	tags=30%, list=23%, signal=24%
BP	GO:0046395	carboxylic acid catabolic process	166	0.27265388447907113	1.375373714808802	0.015838571223105086	0.04285342026126136	0.02426689782825814	2421	tags=30%, list=23%, signal=24%
CC	GO:0030120	vesicle coat	44	-0.41109894670523434	-1.5665902879672369	0.015857968071822482	0.042887993783559966	0.02428647601193796	1139	tags=27%, list=11%, signal=24%
BP	GO:0070232	regulation of T cell apoptotic process	22	0.49987785591027	1.657643225430619	0.01588651845534021	0.042947283934336486	0.02432005064897612	2397	tags=41%, list=22%, signal=32%
BP	GO:2001214	positive regulation of vasculogenesis	10	0.6527199121559659	1.717408365526472	0.01590099405937983	0.04296849103618903	0.024332059738816594	1950	tags=70%, list=18%, signal=57%
CC	GO:0097014	ciliary plasm	51	-0.3931958498431663	-1.5473468524795861	0.015920434772664496	0.04300309184112794	0.02435165337202274	817	tags=27%, list=8%, signal=25%
BP	GO:0045022	early endosome to late endosome transport	30	-0.46193618852633356	-1.609087805777074	0.016076848193323025	0.04340749012197217	0.024580654737685993	2147	tags=33%, list=20%, signal=27%
CC	GO:0030666	endocytic vesicle membrane	101	0.30981968059305093	1.444212909718012	0.016101672421572816	0.04345640870128773	0.02460835619439393	2617	tags=41%, list=24%, signal=31%
BP	GO:0034453	microtubule anchoring	19	-0.5339485506370901	-1.6501727244743785	0.016179760649505437	0.043648979603994685	0.024717404629552547	3482	tags=63%, list=32%, signal=43%
BP	GO:0070936	protein K48-linked ubiquitination	50	-0.39480181306201784	-1.5473217638190384	0.01623115445208192	0.043769405264041134	0.024785598887337133	2636	tags=60%, list=25%, signal=45%
MF	GO:0008187	poly-pyrimidine tract binding	17	-0.5524815920036045	-1.6550520125804413	0.01624857675376571	0.043798160301331865	0.024801882197927692	2905	tags=53%, list=27%, signal=39%
BP	GO:1900272	negative regulation of long-term synaptic potentiation	11	0.6310064372367027	1.7104474721027993	0.0162783675790281	0.04386021701126907	0.024837023473243007	2204	tags=73%, list=21%, signal=58%
BP	GO:0090177	establishment of planar polarity involved in neural tube closure	10	0.6514452526941037	1.7140545367520919	0.016314178148275946	0.0439384349130624	0.024881316456617203	270	tags=30%, list=3%, signal=29%
CC	GO:0070461	SAGA-type complex	20	-0.5240292697515772	-1.642294107688723	0.01636695815284863	0.04406227205253807	0.024951442556066877	4029	tags=80%, list=38%, signal=50%
BP	GO:2000345	regulation of hepatocyte proliferation	12	0.6129778149659136	1.7067828054470406	0.016470957183903602	0.04432383826897647	0.025099561436915524	2943	tags=92%, list=27%, signal=67%
BP	GO:0050685	positive regulation of mRNA processing	18	-0.5417750746576218	-1.649112212120677	0.016617477339391864	0.04469956544593578	0.025312327021528934	2877	tags=67%, list=27%, signal=49%
MF	GO:0004879	nuclear receptor activity	33	0.4345006890733928	1.6007534318104895	0.016652645460539777	0.0447570064638315	0.02534485453751082	2418	tags=45%, list=23%, signal=35%
MF	GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	33	0.4345006890733928	1.6007534318104895	0.016652645460539777	0.0447570064638315	0.02534485453751082	2418	tags=45%, list=23%, signal=35%
BP	GO:0045666	positive regulation of neuron differentiation	235	0.2506618594902991	1.3256513535256886	0.01669096114197166	0.04484138814261043	0.02539263792481156	2534	tags=29%, list=24%, signal=22%
MF	GO:0005272	sodium channel activity	17	0.5437726479094946	1.6783159607238185	0.016715501977941603	0.04488870817118176	0.025419434159314427	2349	tags=41%, list=22%, signal=32%
BP	GO:0070884	regulation of calcineurin-NFAT signaling cascade	24	0.4831396850399197	1.6401344106046973	0.0167448452738501	0.044930268063995304	0.025442968562554843	742	tags=29%, list=7%, signal=27%
BP	GO:0106056	regulation of calcineurin-mediated signaling	24	0.4831396850399197	1.6401344106046973	0.0167448452738501	0.044930268063995304	0.025442968562554843	742	tags=29%, list=7%, signal=27%
CC	GO:0031672	A band	29	0.453462488832847	1.617461207060626	0.016754035726249648	0.04493632098762323	0.02544639619279639	2010	tags=38%, list=19%, signal=31%
MF	GO:0001012	RNA polymerase II regulatory region DNA binding	376	0.2276428623930248	1.270079271499909	0.01677758625067356	0.044980868392372635	0.02547162235474513	1991	tags=24%, list=19%, signal=20%
BP	GO:0090036	regulation of protein kinase C signaling	11	0.629520923785304	1.7064207418227617	0.01678747980631696	0.04498877962983205	0.025476102305002357	3378	tags=82%, list=31%, signal=56%
CC	GO:0031966	mitochondrial membrane	476	-0.23254530506902102	-1.269627903701622	0.016870569186886685	0.045180799002720616	0.025584838421618593	3546	tags=34%, list=33%, signal=24%
CC	GO:0000776	kinetochore	92	-0.33160875144907137	-1.4639014473044252	0.01687307617076912	0.045180799002720616	0.025584838421618593	1541	tags=27%, list=14%, signal=23%
BP	GO:0006584	catecholamine metabolic process	19	0.522342039869677	1.663689039730275	0.01692727846133544	0.045288507196306206	0.025645831073151958	1871	tags=42%, list=17%, signal=35%
BP	GO:0009712	catechol-containing compound metabolic process	19	0.522342039869677	1.663689039730275	0.01692727846133544	0.045288507196306206	0.025645831073151958	1871	tags=42%, list=17%, signal=35%
BP	GO:0032201	telomere maintenance via semi-conservative replication	19	-0.5320724593833198	-1.6443746478396486	0.017006292129141475	0.04548112793926403	0.025754907731688505	2116	tags=42%, list=20%, signal=34%
MF	GO:0016251	RNA polymerase II general transcription initiation factor activity	11	-0.62983784269595	-1.6585534036142833	0.017020731316644548	0.045500964905881465	0.025766140945728197	2262	tags=45%, list=21%, signal=36%
BP	GO:0048207	vesicle targeting, rough ER to cis-Golgi	48	-0.3979322707859451	-1.5459323021449713	0.017050133033354432	0.045523659310956296	0.025778992260882663	2032	tags=42%, list=19%, signal=34%
BP	GO:0048208	COPII vesicle coating	48	-0.3979322707859451	-1.5459323021449713	0.017050133033354432	0.045523659310956296	0.025778992260882663	2032	tags=42%, list=19%, signal=34%
BP	GO:0003283	atrial septum development	19	0.52203381158424	1.6627073151493006	0.017050296473409096	0.045523659310956296	0.025778992260882663	1141	tags=32%, list=11%, signal=28%
BP	GO:0061028	establishment of endothelial barrier	27	0.4634045407776092	1.6231384168265415	0.017109412208175048	0.04566268167585433	0.025857717401239145	2802	tags=67%, list=26%, signal=49%
BP	GO:0002820	negative regulation of adaptive immune response	29	0.4525359772920612	1.6141564210815869	0.01721804238983803	0.04593368245621672	0.026011178856785496	1930	tags=38%, list=18%, signal=31%
